"Search Keyword","Users","Sessions","Searches"
"arr | genie | modulenotfounderror: no module named 'util' - 2204290040004692",1,1,"1"
"arr | genie | slow insert from azure databricks into cosmos db, api cassandra - 2204180040002930",1,1,"1"
"arr | genie | the 'r' package 'prophet' fails to load | 2205090040005472",1,1,"1"
"arr | genie | workspace settings require dbr 8.4+ to access files in repos from clusters | #2205050040003382",1,1,"1"
"arr | genie| jobs failed in azure databricks with sig term issue | 2206210040007194",1,1,"1"
"arr | getting a certificate from keyvault - not key  | 2205310050001908",1,1,"1"
"arr | getting time out error when jobs are triggered",1,1,"1"
"arr | got network failure making cluster terminate | 2206210010002275",1,1,"1"
"arr | impact on vacuum",1,1,"1"
"arr | inditex | job failed due to no permission to secret scope | sr: 2206220050000104",1,1,"1"
"arr | intermitten error: table or view not found",1,1,"1"
"arr | issue reading large tables from powerbi to databrics sql",1,1,"1"
"arr | issue with cluster resizing & autoscaling | 2205170040006218",1,1,"1"
"arr | issues with library importing | 2205020050000332",1,1,"1"
"arr | jdbc error connecting to synapse | 2204190030002165",1,1,"1"
"arr | job api limit | 2204190040001460 | capital group",1,1,"1"
"arr | job cluster error: spark_image_download_failure",1,1,"1"
"arr | jobs are failing with dependent library | 2204220060001123 |shell",1,1,"1"
"arr | jobs are timing out on job-cluster after running approximately 17 mins",1,1,"1"
"arr | library loading failed | 2205260010001471",1,1,"1"
"arr | mlflow project run failure, no logs available | 2203230050002013",1,1,"1"
"arr | module not found error",1,1,"1"
"arr | mount failing",1,1,"1"
"arr | mysql lock problem | 2205200030001217",1,1,"1"
"arr | non-fatal databricks write/ read operations to azure storage via abfsclient |  2204200040006207",1,1,"1"
"arr | not able to read excel file even after adding library | 2206140030001383  | honeywell",1,1,"1"
"arr | notebook failure |  2204040050001708",1,1,"1"
"arr | notebook failure | 2204040050001708",1,1,"1"
"arr | overwatch - null values in jrcp table - workspace 7 - 2204180040004421",1,1,"1"
"arr | overwatch job modules are failing after the upgrade |  2206010040003191",1,1,"1"
"arr | pepsico | databricks cluster node is having issue with garbage collection memory |  2206030030000673",1,1,"1"
"arr | performance issue by upgrading runtime from 9.1 to 10.4",1,1,"1"
"arr | personalized logs at init script | 2205130010001143",1,1,"1"
"arr | production issue : unable to read delta tables | gep | 2205250030000679",1,1,"1"
"arr | request to increase max job limit to 10k -  2206230040007255",1,1,"1"
"arr | s500 | 2205070050000069 | the rate limit increase request which is 100 nodes per minute",1,1,"1"
"arr | sa power networks | need to understand is there any potential security risk if we enable gcm in extra.security file | sr: 2204270030000738",1,1,"1"
"arr | serv a | adobe |job failed due to oom | sr: 2204290030000582",1,1,"1"
"arr | serv a | mars inc | suspect outage related issue | sr: 2206070030000401",1,1,"1"
"arr | seva | 2204280040000761 | job run for more than 9 hrs unexpectedly",1,1,"1"
"arr | seva | 2205160050000323 | databricks jobs are intermittently failing: cannot import name 'leaseproperties' from 'azure.storage.blob'",1,1,"1"
"arr | seva | 2205260040003611 | backed service unavailable in eastus2",1,1,"1"
"arr | seva | 2205300040003430 | databricks jobs are failing after dbr upgrade in prod",1,1,"1"
"arr | seva | 2206010030000952 | databricks job taking longer time",1,1,"1"
"arr | seva | 2206220040001462 | python script is failing from adf",1,1,"1"
"arr | seva | streaming job failing with concurrent timeoutexception",1,1,"1"
"arr | shell | 2204220060001123 | follow up ticket 00143284 | init scripts are not downloading the jar with dependencies |",1,1,"1"
"arr | slow cluster | 2204220040002906",1,1,"1"
"arr | slow job | 2205160040004016",1,1,"1"
"arr | spark dataframe checkpoints under table acl - continuation of 00142979 - 2204200040005509",1,1,"1"
"arr | t-mobile usa | reading to df got stuck | sr: 2205020040000453",1,1,"1"
"arr | the 'r' package 'prophet' fails to load | 2205090040005472",1,1,"1"
"arr | throttling leading to cluster creation failure | 2204220060002439",1,1,"1"
"arr | ucb | the clusters are not running and have been in the starting phase for over 50 mins now |  2206100050002302",1,1,"1"
"arr | unable to access sample datasets on databricks control plane from dtv databricks workspace",1,1,"1"
"arr | unable to connect to azure repos from databricks",1,1,"1"
"arr | username not being identified | 2205200010000014",1,1,"1"
"arr | woolworths limited | dbfs api is not working for a storage with firewall | sr: 2206070030001445",1,1,"1"
"arr | | databricks cluster not being created / :azure vm extension failure | 2205180050001306",1,1,"1"
"arr ||  anheuser-busch inbev || 2205260030002078 || dbe 10.4 issue in creating view.",1,1,"1"
"arr ||  anheuser-busch inbev || 2205260030002078 || dbr 10.4 issue",1,1,"1"
"arr ||  daa-devops || job fails due to outofmemoryerror every 8 hours || 2206290010000004",1,1,"1"
"arr ||  safeway, inc. ||  databricks - driver is up but is not responsive, likely due to gc || 2206160040007720",1,1,"1"
"arr || adobe || 2206130010001905 || bad vm in a databricks workspace",1,1,"1"
"arr || assurant || 2204200040005894 || workspace conf rest api failures",1,1,"1"
"arr || at&t ||  2204010040006385 || self_bootstrap_failure",1,1,"1"
"arr || at&t || 2204010040006385 || rca for cluster terminated due to self bootstrap failure",1,1,"1"
"arr || at&t || 2206220040007241 || need help in benchmarking the streaming job runs",1,1,"1"
"arr || att ||getting an error when listing files in a container in  saplogprdstattloganaly storage account ||2206130040008340",1,1,"1"
"arr || capital group || 2205060040005682 ||  dbr upgrade from 8.3 to 9 lts /10.4 lts causing job performance issue and failures",1,1,"1"
"arr || credit suisse || 2206100040007795 || job fails to connect to key vault",1,1,"1"
"arr || gap || 2205200010002443 || diagnostics logs are not available",1,1,"1"
"arr || geico|| databricks schedule job doesn't retry || 2206220040008314",1,1,"1"
"arr || inditex || 2206150020002427 || fetch secrets in westeurop region failing due to latency",1,1,"1"
"arr || nfcu || 220301004000853 || cluster aad connectivity down",1,1,"1"
"arr || safeway || did_not_expand_disk,failed_to_expand_disk errors on databricks cluster ||  2206230010003162",1,1,"1"
"arr || samsclub || databricks job failing intermittently || 2206150040000044",1,1,"1"
"arr || sev a||  coles supermarket || databricks workspace not loading || 2206210030000029",1,1,"1"
"arr ||morgan stanley || job fails with network configuration failure || 2206280040007729",1,1,"1"
"arr- 2204010040007120- inconsistent results in query",1,1,"1"
"arr- att - 2205190040007411 - job is running more than 18 hours",1,1,"1"
"arr- att - 2205190040007411 - job is running more than 18 hours- followup for 00150434",1,1,"1"
"arr- att - job cluster running streaming job fails - 2204290040004745",1,1,"1"
"arr- att : getting connection error from java code - 2204130040010988",1,1,"1"
"arr- att- not able to read particular partition with service principal credentials- 2206080040008965",1,1,"1"
"arr- att- spark ignoremissingfiles is not working with single node databricks clusters-2205120040001867",1,1,"1"
"arr- att- spark ignoremissingfiles is not working with single node databricks clusters-2205120040001867|| followup of  00157643",1,1,"1"
"arr- att: 2204250040008149 -  databricks mlflow registry cannot communicate with storage account",1,1,"1"
"arr- databricks cluster not loading dependency consistently- 2205160030002086- followup of 00147763",1,1,"1"
"arr- existing cluster does not sync after job cluster finish- 2204260050002691",1,1,"1"
"arr- occp databrciks jobs getting error(pendingpriceconsumer & regularpriceconsumer)",1,1,"1"
"arr- pepsico- modulenotfounderror: no module named 'tabulate'- 2205130040007034",1,1,"1"
"arr- throttling issues",1,1,"1"
"arr- walmart- databricks job failing intermittently - 2206150040000044",1,1,"1"
"arr-2206170010003168-facing slowness in databricks",1,1,"1"
"arr-[reg:2203300030003575]issues in automating workspace setting of databricks",1,1,"1"
"arr-css_sfmc-databricks production job has been failed multiple times",1,1,"1"
"arr-getting time out issues with storage account",1,1,"1"
"arr-sfmc-2204040030002172-quota request for compute-vm (cores-vcpus)",1,1,"1"
"arr-sfmc-2206090050000110-cluster terminated.reason:azure resource provider throttling",1,1,"1"
"arr: jobs are failing intermittently:sr 2204070040000867",1,1,"1"
"arr: query delta table returns no result : sr2206080010000484",1,1,"1"
"arr: sev a:streaming jobs are stuck:sr 2204060040007641",1,1,"1"
"arr: tensorboard won't launch properly from azure databricks notebook:sr2206220010002773",1,1,"1"
"arr: why does resultset take 14+ seconds to filter 1.4m records:sr2206010040005495",1,1,"1"
"arr:'model version is stuck in 'pending' status after enabling databricks online real-time inference.sr2206100040004911",1,1,"1"
"arr:2204200010007619:connection timed out for adb job",1,1,"1"
"arr:2204210040012046  streaming job databricks performance issues",1,1,"1"
"arr:2204210040012046 streaming jobautoscaling issue",1,1,"1"
"arr:cluster usage went down and jobs got delayed and failed on around 04/06/2022 10:02:00 utc.:sr2204060040007331",1,1,"1"
"arr:follow up 00139658:unable to load filestore files in python dataframe. shows filenotfound error though file is present:sr 5356886492280006",1,1,"1"
"arr:follow up sf 00133177: can't connect to cx_oracle.connect:sr2205130040004909",1,1,"1"
"arr:follow up sf00180631:additional question for fix release and root cause:sr2205250040007523",1,1,"1"
"arr:genie:mlflow:sr2206170010005234",1,1,"1"
"arr:identity column not unique,seeing duplicate values in the identity column:sr2205250040005673",1,1,"1"
"arr:job failed on dbr10.4 lts, java.io.filenotfoundexception: operation failed: 'the specified path does not exist.', 404, head:sr205200040003957",1,1,"1"
"arr:mlflow model serving api errors occurred intermittently, repro’d encountered error msg rate has been increased since june 8th 2022:sr2206170010005234",1,1,"1"
"arr:model serving endpoint not coming up with error msg:sr2206200030001878",1,1,"1"
"arr:no stream progress with no-op delta merge:sr2205110040005641",1,1,"1"
"arr:pyodbc driver cannot open lib ‘odbc driver 17 for sql server’:file not found(0) while connecting to azure sql. encountered error msg intermittently:sr2205060040003815",1,1,"1"
"arr:seva: can't read xml from storage container:sr2204110040005543",1,1,"1"
"arr:seva: intermittently failed connectivity between adf pipeline and databricks:sr2204070030001901",1,1,"1"
"array",1,1,"1"
"arrow indexoutofboundsexception",1,1,"1"
"arr|  azure databricks - power bi cluster - degraded performance | 2206280040005838",1,1,"1"
"arr|  error 'azure_resource_provider_throttling' when trying to start cluster | 2206210040008150",1,1,"1"
"arr|  jobs failed",1,1,"1"
"arr|  pointsbet | job stuck at getting secret | sr: 2205180030000806",1,1,"1"
"arr| 2204010050001066 | job failure oserror: [errno 107] transport endpoint is not connected",1,1,"1"
"arr| abnormal behaviour databricks workspace | 2206210040008150",1,1,"1"
"arr| adobe | job api 2.1 response schema doesn't match document |sr: 2205180010000639",1,1,"1"
"arr| azureresourceproviderthrottling during cluster upsize | 2205170040004867",1,1,"1"
"arr| caused by: com.microsoft.azure.eventhubs.receiverdisconnectedexception | 2206100030001353",1,1,"1"
"arr| caused by: com.microsoft.azure.eventhubs.receiverdisconnectedexception| 2206100030001353",1,1,"1"
"arr| cluster termination",1,1,"1"
"arr| com.microsoft.azure.eventhubs.receiverdisconnectedexception:",1,1,"1"
"arr| continuation of 00142833 - cosmosdbspark failure on large files - 2203310040008004",1,1,"1"
"arr| continuation of 00143529 | issue using databricks repo api",1,1,"1"
"arr| continuation of 00147901 - issue using databricks repo api - 2204070030000264",1,1,"1"
"arr| decimal precision error in databricks | 2206220040008977",1,1,"1"
"arr| degraded databricks sql query performance |2206100010001845",1,1,"1"
"arr| erros in event log | 2206060030001859",1,1,"1"
"arr| ey | i am writing a piece of code which can enable direct access via sas token rather than using adls key. this is for automated job clusters || 2206150040008057",1,1,"1"
"arr| fwd group management holdings limited | ml job failed |sr:2205130030000496",1,1,"1"
"arr| genie |  the databricks job fails frequently - 2204250010002866",1,1,"1"
"arr| genie | databricks was unable to connect to vnet injected postgresql server for a couple hours - 2204120010008387001",1,1,"1"
"arr| genie | performance issues - 2204050040007179",1,1,"1"
"arr| genie | restore deleted databricks workspace - 2206270030001681",1,1,"1"
"arr| genie | unable to launch clusters due to azure vm extension failure - 2205170040004703",1,1,"1"
